GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGU001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Total
"G5350515","1860","Washington Territory","535","Whatcom","0515","Whatcom",
"G5500010","1860","Wisconsin","550","Adams","0010","Adams",
"G5500030","1860","Wisconsin","550","Ashland","0030","Ashland",
"G5500035","1860","Wisconsin","550","Bad Ax","0035","Bad Ax",
"G5500090","1860","Wisconsin","550","Brown","0090","Brown",
"G5500110","1860","Wisconsin","550","Buffalo","0110","Buffalo",
"G5500130","1860","Wisconsin","550","Burnett","0130","Burnett",
"G5500150","1860","Wisconsin","550","Calumet","0150","Calumet",
"G5500170","1860","Wisconsin","550","Chippewa","0170","Chippewa",
"G5500190","1860","Wisconsin","550","Clark","0190","Clark",
"G5500210","1860","Wisconsin","550","Columbia","0210","Columbia",
"G5500230","1860","Wisconsin","550","Crawford","0230","Crawford",
"G5500235","1860","Wisconsin","550","Dallas","0235","Dallas",
"G5500250","1860","Wisconsin","550","Dane","0250","Dane",
"G5500270","1860","Wisconsin","550","Dodge","0270","Dodge",
"G5500290","1860","Wisconsin","550","Door","0290","Door",
"G5500310","1860","Wisconsin","550","Douglas","0310","Douglas",
"G5500330","1860","Wisconsin","550","Dunn","0330","Dunn",
"G5500350","1860","Wisconsin","550","Eau Claire","0350","Eau Claire",
"G5500390","1860","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",
"G5500430","1860","Wisconsin","550","Grant","0430","Grant",
"G5500450","1860","Wisconsin","550","Green","0450","Green",
"G5500470","1860","Wisconsin","550","Green Lake","0470","Green Lake",
"G5500490","1860","Wisconsin","550","Iowa","0490","Iowa",
"G5500530","1860","Wisconsin","550","Jackson","0530","Jackson",
"G5500550","1860","Wisconsin","550","Jefferson","0550","Jefferson",
"G5500570","1860","Wisconsin","550","Juneau","0570","Juneau",
"G5500590","1860","Wisconsin","550","Kenosha","0590","Kenosha",
"G5500610","1860","Wisconsin","550","Kewaunee","0610","Kewaunee",
"G5500630","1860","Wisconsin","550","La Crosse","0630","La Crosse",
"G5500650","1860","Wisconsin","550","Lafayette","0650","Lafayette",
"G5500675","1860","Wisconsin","550","La Point","0675","La Point",
"G5500710","1860","Wisconsin","550","Manitowoc","0710","Manitowoc",
"G5500730","1860","Wisconsin","550","Marathon","0730","Marathon",
"G5500770","1860","Wisconsin","550","Marquette","0770","Marquette",
"G5500790","1860","Wisconsin","550","Milwaukee","0790","Milwaukee",
"G5500810","1860","Wisconsin","550","Monroe","0810","Monroe",
"G5500830","1860","Wisconsin","550","Oconto","0830","Oconto",
"G5500870","1860","Wisconsin","550","Outagamie","0870","Outagamie",
"G5500890","1860","Wisconsin","550","Ozaukee","0890","Ozaukee",
"G5500910","1860","Wisconsin","550","Pepin","0910","Pepin",
"G5500930","1860","Wisconsin","550","Pierce","0930","Pierce",
"G5500950","1860","Wisconsin","550","Polk","0950","Polk",
"G5500970","1860","Wisconsin","550","Portage","0970","Portage",
"G5501010","1860","Wisconsin","550","Racine","1010","Racine",
"G5501030","1860","Wisconsin","550","Richland","1030","Richland",
"G5501050","1860","Wisconsin","550","Rock","1050","Rock",
"G5501090","1860","Wisconsin","550","St Croix","1090","St Croix",
"G5501110","1860","Wisconsin","550","Sauk","1110","Sauk",
"G5501150","1860","Wisconsin","550","Shawano","1150","Shawano",
"G5501170","1860","Wisconsin","550","Sheboygan","1170","Sheboygan",
"G5501210","1860","Wisconsin","550","Trempealeau","1210","Trempealeau",
"G5501270","1860","Wisconsin","550","Walworth","1270","Walworth",
"G5501310","1860","Wisconsin","550","Washington","1310","Washington",
"G5501330","1860","Wisconsin","550","Waukesha","1330","Waukesha",
"G5501350","1860","Wisconsin","550","Waupaca","1350","Waupaca",
"G5501370","1860","Wisconsin","550","Waushara","1370","Waushara",
"G5501390","1860","Wisconsin","550","Winnebago","1390","Winnebago",
"G5501410","1860","Wisconsin","550","Wood","1410","Wood",
